ModelName,$S_{x}$,$S_{y}$,$S_{z}$,"$S_{y,z}$","$S_{x,y}$","$S_{x,y,z}$","$S_{x,y,z}HF_{x}$","$S_{x,y,z}HF_{y}$","$S_{x,y,z}HF_{z}$","$S_{x,y,z}HF_{x,y}$","$S_{x,y,z}HF_{y,z}$","$S_{x,y,z}HF_{x,y,z}$","$S_{x,y,z}HF_{x,y,z}T_{xy}$","$S_{x,y,z}HF_{x,y,z}T_{xz}$","$S_{x,y,z}HF_{x,y,z}T_{yz}$","$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$","$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$","$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$","$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$","$S_{x,z}$","$S_{x,y,z}HF_{x,z}$"
"$S_{x,y,z}HF_{x,y,z}$",,,,,,,,,3.1018509869878385e+20,,,,1.7161584415856937e+18,,,1.188998444806847e+19,,1.4878708443591452e+23,,2.28931995874198e+51,2.442472497147527e+22
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,3.994361679685387e-17,,2.282172537337252e-17,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,0.8482184264025079,,,5.826967812342672e-19,,2.503528924498305e+16,8104261003.5309305,147.91629138799178,,5.224887773551203,,5.759718045350657e+26,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,1.233918798474422e-10,4.381789648414402e+16,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,,,,,,4.81021162064079e-20,,,8.410439932597642e-20,0.00676058053251856,,,,,425135374972.5847,7060907216696.11,3062447445225.1,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,,,,,,,,,,,,1.4162486056117771e-13,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,,,,,,1.6430523301233385e-18,,,6.721013479034327e-24,0.19139167066172777,,,2.3521919343091268e-12,,,,2525585739370.6064,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,1.4735110954596902e+23,6.193325873270581e-92,,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,6.786511503586817e-24,,,,,,,,,,,,,,,,,,,
"$S_{x,y}$",,,,9.69454654646274e-36,,,,,,,,,,,,,,,,,
"$S_{y,z}$",,1.61464134208704e+91,,,1.031507760788328e+35,,,,4.858678588334724e-70,,,1.0251137508634615e-52,,,4.3151340815418585e-24,,,2.711668875651536e-16,,,
"$S_{x,y,z}$",,,,,,,,,2.4748641450254246e-40,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,,,,7.150646843347776e+29,,1.1005930488547734e-17,,,,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,,,,,,1.3984748819336489e-30,7.030342335655205e-48,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,2.05817277644361e+69,,4.0406258339878566e+39,1.4224058406492993e+47,9.086010501706821e+16,,,,59.871629610402486,,,54515753857.76386,,,1.195131580279761e+19,,,
"$S_{x,y,z}HF_{x,z}$",,,,,,,,,,,0.015903207811481343,,,,,,,,,,
"$S_{x,y,z}HF_{y,z}$",,,,,,,,,,,,2.83952988505776e-24,,,,,,,,,62.8803956946377
"$S_{x,y,z}HF_{x,y,z}$",,,,9.755014984021939e+51,,,,,0.01670240156326484,,3.521709721254294e+23,,,,3313802803.034897,,,108768744244923.48,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,2.317425092947948e+23,,,,,1.834332150315821e-11,,,3.0176810734910507e-10,5.496131788679421e+27,40557678589.6157,,1.6887204042277038e+22,,65.04847054243626,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,,0.0007910948242241888,1.8194614657161891e-28,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,1264.0709677005918,,2.4656243522183192e-11,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,,,,,,,,,,,,,0.09981007615274096,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,,,,,,,,,,,,5.921643378598995e-23,,10.019028524431581,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,3687765895678279.5,,,,,8.367279523865616e-20,,,9.193817644416471e-15,,,0.015373151615419165,,,,,,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,1e-160,,,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,1e+160,,1.4388061352715299e-96,,,,,,,,,,,,,,,,,
"$S_{x,z}$",,,,4.329817454040695e-47,,,,,,,,,,,,,,,,,
"$S_{y,z}$",,,6.950206671250266e+95,,,,,,4.930517840464233e-57,,,,1.0330424171763459e-17,,,,,2.0980351902051826,,2.309566189832725e+46,1.193530524801506e-33
"$S_{x,y,z}$",,,,,,,,,1.1531815149834705e-49,,,,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,,,,,,3.5672308354497185e-49,8.314875946007758e-45,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,2.0281845281911503e+56,,8.671661720265554e+48,1.2026637637091056e+44,1040083019.322928,,,,,5.319846002466998e+19,,,,,1.9051697537184616e+31,,,228081.47525985708
"$S_{x,y,z}HF_{y}$",,,,,,,2.8032948977184165e+48,,9.614617116343067e-10,,,,,,,,,,,,
"$S_{x,y,z}HF_{y,z}$",,,,,,,,,,,,,,,,,,,,,4.9212805802398036e-21
"$S_{x,y,z}HF_{x,z}$",,,,8.378503768609591e+32,,,,,4.384398157985795e-06,,2.0319914373816746e+20,36517330327376.72,3212749885.5791574,,,,,196340810357.92242,,,
"$S_{x,y,z}HF_{x,y,z}$",,,,,,,,,,,,,,,,,,,,,2.7384258132646374e-14
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,0.0005052143063336153,,4.886861284029628e-22,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,9.68014462303821e+16,,,,,1.8797536611703896e-20,,,,,1979.358041653824,9.583690868879092,,17171788469.31846,314.8203466051548,,,3.112598352235974e-10
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,0.10434393321755378,2.046303223846403e+21,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,,,,,,,,,,5.823505232356788e-11,,,,,,100459819.67200798,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,,,,,,,,,,,,,9.954228499164218e-09,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,0.4766364285349296,,,,,5.248876106962257e-32,,,,0.003176414773642925,,,,,,,,5.0931846424441e-12
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,4417.938217710082,,1.7972972015279867e-56,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,0.00022634992856878896,,,,,,,,,,,,,,,,,,,
"$S_{x,y}$",,5.563910070910041e+55,,7.566453853199128e+51,,,,7.72723332683019e-55,,,2.4285680507383424e-52,,,,3.444268592491282e-64,,,1.3023413923300835e-62,,,
"$S_{y,z}$",,,,,1.321623073901648e-52,,,,,,,,,,,,,,,,
"$S_{x,y,z}$",,,,,,,,9.427753116374315e-48,,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,,,,6.157762965564418e+22,1.2822153109168936e-13,,,,,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,,,,,,3.316344224958963e-39,1.6239663747893883e-23,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,,1.2941242456440911e+54,1.0606981193251438e+47,3.0153685268071777e+38,,7799002176045.726,,1802892641587.7197,,,,5.39247324379323e+19,,,2819464659588998.5,,,
"$S_{x,y,z}HF_{x,y}$",,,,,,,,,,,2.9921229842200787e-05,,,,,,,,,,
"$S_{x,y,z}HF_{y,z}$",,,,,4.1176527859533364e+51,,,5.546641973752518e-13,,33421.086140971514,,0.040240544519109266,,,3.434680285541945e-18,,,0.03723316770788101,,,
"$S_{x,y,z}HF_{x,y,z}$",,,,,,,,,,,24.850558359743967,,,,5.631019177303791e-06,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,63161594669.895164,,8.60322993669404e-12,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,2.903374034708158e+63,,,1.854436646766873e-20,,,2.911479138857356e+17,177587.74539972594,1.941627921621706e+19,116235414763.80319,,,,1.7687895639880933e+32,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,,1.5832405835007076e-11,5.1503173644349425e-20,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,,,,,,,,,,,,,1.8555643455797305e-15,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,,,,,,,,,,,,,,538919602751674.94,7.071129646544478e-08,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,,7.678478207705972e+61,,,3.546772599539421e-16,,,26.857773903248464,,,,5.653583786107931e-33,14142011.955454392,,,,,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,1.4432940278387452e-12,,,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,692859514909.4089,,,,,,,,,,,,,,,,,,2.1059464776969104e-113,
"$S_{x,z}$",,,4.7484587599472735e+112,6.160373580133128,,,,5.829431590844132e-46,,2.750891709466552e-31,,,,1.0387579552628999e-45,,,,4.765821421480169e-20,,,
"$S_{y,z}$",,,,,,,,,,,,,,,,,,,,0.16232781778445157,
"$S_{x,y,z}$",,,,,,,,3.799551813860411e-47,,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,,,2.6318893621929126e+46,1.3129523523461594e+34,,849958025920822.6,6700756071938674.0,,,,1.223932231701954e+21,,,,7.761260086885056e+16,,1.7154331162760842e+45,
"$S_{x,y,z}HF_{z}$",,,,,,,1.324530103319456e+29,1.176528686715589e-15,,,,,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,,,,,,7.616422623510029e-35,7.54984728164246e-30,,,,,,,,,,,,
"$S_{x,y,z}HF_{y,z}$",,,,,,,,,,3.0323631290762806e-27,,,,,,,,,,,
"$S_{x,y,z}HF_{x,y}$",,,,,,,,1.4923689047386535e-16,,,3.297758076568555e+26,15806958954329.225,,79709.16578991414,,,,0.8854130477385922,,3.635184898622993e+30,
"$S_{x,y,z}HF_{x,y,z}$",,,,,,,,,,6.326327555409505e-14,,,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,,4.809408237535318e-05,7.851630184530002e-11,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,12736208615.25408,0.8193623676633901,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,8.170387004266059e-22,,1.2545608652280404e-05,,,20792.578849835194,,1.2204612262724999,,4035.532680067294,4.023124054172141e-18,,9.6268817478939e+44,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,,,,,,,,,,,,,0.00044793001274216624,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,,,,,,,,,,,0.00024779876147188693,,,,9.636643749893473e-20,2232.4916204612787,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,,,,,1.2884505722077214e-17,,1.129416380924215,,,,2.4856305362072042e+17,,,1.0377056846280681e+19,,,2.0982741726176973e+19,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,1e-160,,,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,1e+160,,,,,,,,,,,,,,,,,,2.411623880292061e-44,
"$S_{x,z}$",,,4.1465835869849427e+43,7.921499093895369e+40,,,,,5.750252179255096e-34,,,,,,2.494109541814164e-21,,,9.720353825467618e-36,,,1.4226520467395252e-68
"$S_{y,z}$",,,,,,,,,,,,,,,,,,,,1.2623873185450982e-41,
"$S_{x,y,z}$",,,,,,,,,4.995417750125667e-40,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,,,,2365406320377835.5,,1.2208841901160897e-07,,,,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,,,,,,4.2276034835328676e-16,2.7175836755247915e-31,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,,,2.001834581251675e+39,3.6797395016986565e+30,8190785.072783303,,,,,,,7.037959883390201e+20,,,1709659668340.8997,,1.7390541646289032e+33,0.007965624464074122
"$S_{x,y,z}HF_{y,z}$",,,,,,,,,,,,,,,,,,,,,9.396112398180408e-07
"$S_{x,y,z}HF_{x,z}$",,,,,,,,,125.53943567263488,,1064269.9423153491,156996184.96093905,,,4574294.843010624,,,2053116065.6482291,,7.029125655087825e+67,
"$S_{x,y,z}HF_{x,y,z}$",,,,,,,,,,,,,,,,,,,,,6.3695815299512015e-09
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,1.4208662972916772e-21,,,,2.025748633527968,13246226940.769136,,,3277190.5637353696,13.957416365217112,,4.0094469919417434e+20,2.1861293036848465e-07
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,,43027788898777.8,0.49364466224935194,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,2.324079450962457e-14,,7.549319549419825e-11,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,,,,,,,,,,,,3.0513941150257416e-07,131576265.8937616,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,,,,,,,,,,,,,,7.600154885132765e-09,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,,,,,,5.849117333220051e-13,,,,,,0.07164649773521639,,,,,1.0287691353168339e+35,4.870645243742081e-10
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,1e-160,,,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,1e+160,,3.634577878338322e-159,,,,,,,,,,,,,,,,,
"$S_{y,z}$",,,2.7513511430306343e+158,,,,,,5.664731622733136e-57,,,,,,,6.244301643475077e-14,,454132458225403.2,,2148658129.925622,3.3309615396306858e-46
"$S_{x,z}$",,,,4.654067513451365e-10,,,,,,,,,,,,,,,,,
"$S_{x,y,z}$",,,,,,,,,6.291601954472692e-49,,,,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,,,,,,6.191134992441406e-35,6.548588817649522e-42,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,1.7653086970385316e+56,,1.589420321304817e+48,1.5270465559004649e+41,6.878864033092582e+27,,,,,,,,1.2983677613365954e+21,,1.799497565381433e+20,,,0.02370496408578115
"$S_{x,y,z}HF_{y}$",,,,,,,1.615212721449094e+34,,1.4537283993247102e-28,,,,,,,,,,,,
"$S_{x,y,z}HF_{x,z}$",,,,3.002136134273328e+45,,,,,42.185256909957765,,317075212.3024323,45918332256.49369,,,,5.027233608935795e+21,,2.0160223149027977e+20,,,
"$S_{x,y,z}HF_{y,z}$",,,,,,,,,,,,,,,,,,,,,3.153825846992357e-09
"$S_{x,y,z}HF_{x,y,z}$",,,,,,,,,,,,,,,,,,,,,2.1777794420192204e-11
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,,14.720700588364465,305.8370478524313,4.345674435550736e-09,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,0.0032697150558506165,0.0010028747118434062,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,0.06793154945291258,,997.1335284363466,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,16014601105072.18,,,,,7.701978051045855e-22,,,,230113878.71564472,,,,,9149711653.508013,3240515233449632.0,,1.9891655685594608e-22
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,,,,,,,,,,,,3.085929020415275e-16,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,2.2020007200270675e-15,,,,,5.557106712661951e-21,,,,,,,1.0929306166895419e-10,,,,,4.960262555666279e-21
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,4.4916553518389744e-17,,,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,2.2263506918236276e+16,,,,,,,,,,,,,,,,,,9.136812981323435e-54,
"$S_{y,z}$",,,,,,,,,,,,,,,,,,,,2.214751022842623e-08,
"$S_{x,z}$",,,1.0944735347479485e+53,45151802.15230263,,,,,8.263064694724803e-37,,,,,,,453.049835346037,,4.526184281089996e-14,,,5.4560347128108826e-18
"$S_{x,y,z}$",,,,,,,,,3.33841271534643e-45,,,,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,,,,,,1.023112692571792e-26,1.1034367641182282e-37,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,,,,9.774094361846945e+25,,2.3741096105260062e-24,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,,,2.9954355116222627e+44,9.062594545679416e+36,4.212105437618951e+23,,,,,,,,3.1734557074003056e+16,,2.8650877707359492e+26,,1.210204732680366e+36,1.1374875630328514e+17
"$S_{x,y,z}HF_{y,z}$",,,,,,,,,,,,,,,,,,,,,1.6904626445444776e-23
"$S_{x,y,z}HF_{x,z}$",,,,,,,,,8.791304911798138e-18,,5.915540359482277e+22,21425288554070.547,,,,123964866196801.25,,7.601815111360086e+25,,1.832832913712919e+17,
"$S_{x,y,z}HF_{x,y,z}$",,,,,,,,,,,,,,,,,,,,,4.667381713325919e-14
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,43.77619972184027,6.448087556959506e+17,,8.764458279959201e-17,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,1.514404943361493e-15,,1.550847427499161e-18,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,,660325366992213.4,0.022843463031376215,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,,,,,,3.1511389860210146e-17,,,,,,1.140971829698361e+16,,25.36462325290515,2951280145273345.5,,0.0022072626938186733,8.066801753429422e-15
"$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,,,,,,,,,,,,,0.039424989286425315,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,,,,,,3.4902944692096886e-27,,,,,,,3.388360137893249e-16,,,,22093665169089.844,1.315475298137163e-26
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,7.417592354387949e-85,,,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,1.3481463421327545e+84,,,,,,,,,,,,,,,,,,1.619460236149869e-70,
"$S_{y,z}$",,,,,,,,,,,,,,,,,,,,9.936489221256654e-35,
"$S_{x,z}$",,,6.174896905017045e+69,1.0063916718801928e+34,,,,7.538668432825495e-54,,,1.1458702161108153e-07,3.199417675116576e-14,1.0729819126263772e-34,,,,,1.859618523501199e-23,,,
"$S_{x,y,z}$",,,,,,,,1.0876232424717372e-24,,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,,,9.194360334994274e+23,1.1151754041160275e+80,,218990726.82981208,,163449.87102795308,127911873235300.72,0.1450408001252725,,,,,35369966.80418743,,1.3264942063849328e+53,
"$S_{x,y,z}HF_{x}$",,,,,,,,8.967199207488581e-81,6.212694318812376e-90,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,,,,1.6096076012816947e+89,4.566403401990381e-09,,,,,,,,,,,,,
"$S_{x,y,z}HF_{x,y}$",,,,,,,,,,,0.1782224757996743,,,,,,,,,,
"$S_{x,y,z}HF_{y,z}$",,,,,,,,6.118083750760383e-06,,5.61096458520765,,48945.97251483543,4.579501678628711e-08,,,,,0.30567023630987855,,8726991.81757327,
"$S_{x,y,z}HF_{x,y,z}$",,,,,,,,7.817882536677784e-15,,,2.043069017980799e-05,,1.9421604244393663e-13,,,,,9.170424368523504e-05,,31255687801486.043,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,2.8614325000238937e-10,,1.1510266243117317e-05,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,6.894611717091292,,,21836437.02254173,5148905247045.517,,3494753065.087678,4089.8667683567255,,,1663265.2950829845,35679422942223.305,9.319821594683394e+33,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,0.0002445067423068629,86878.96342953495,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,,,,,,,,,2.802735912011044e-14,,,13.372517553445245,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,,,,,,,,,,,,,,,,0.07478023461202066,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,,,,,2.8272573891180765e-08,,,3.271499417385972,10904.620765778218,6.012269978555089e-07,,,,,,,5.377446972926732e+22,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,9.832178945673775e+36,4.237297212981549e-65,,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,1.017068551666268e-37,,,,,,,,,,,,,,,,,,,
"$S_{x,y}$",,,,3.09546481455388e-13,,,,,,,,,,,,,,,,,
"$S_{y,z}$",,2.3599949442686273e+64,,,3230532601431.364,,,6.80355588514872e-33,,6.867956902301886e-28,,,,2.0935334379603115e-29,,,,9.245661715006037e-20,,,
"$S_{x,y,z}$",,,,,,,,3.8425517865842965e-65,,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,,,,7.756574977979063e+75,3.768753477300018e-06,,,,,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,,,,,,1.9077879825611453e-88,1.2892288192133804e-76,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,1.469819630912227e+32,,2.6024372748634194e+64,5.241672602725652e+87,,265339.722012386,0.21538549125503548,,,,1.8201339830155545e+23,,,,4.3271978954478904e+18,,,
"$S_{x,y,z}HF_{x,y}$",,,,1.4560370925811093e+27,,,,4.642838262563895,,,3.27557603407005,23326063.624416314,,5910255260393920.0,,,,318480.65647845244,,,
"$S_{x,y,z}HF_{y,z}$",,,,,,,,,,0.3052898145543748,,,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}$",,,,,,,,,,4.287049954512087e-08,,,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,,2.2571383444735995e-10,15.208081130966587,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,0.06575451507579132,1.2709578068234534e-11,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,4.776613460610786e+28,,,,5.4941010350415184e-24,,1.6919742988111646e-16,,,4430388604.439822,,78680818090.9902,,3900464.679508559,0.010382599869506997,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,,,,,,,,,,,2.563797091289122e-07,,,,,5046126.615661831,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,,,,,,,,,,,,,1.9817180109913748e-07,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,1.0815883501090728e+19,,,,2.31096433341303e-19,,3.139908122073522e-06,,,,96.31498974904477,,,,,,,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,1078147.7820536592,,2.747276549562471e-47,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,9.275166323629557e-07,,,,,,,,,,,,,,,,,,,
"$S_{x,y}$",,3.639968463164945e+46,,2.4739113678856842e+41,,,,,3.3878102121822573e-71,,,,4.3235231235304943e-67,,,,,1.7385271121016706e-54,2.5599827448219946e-68,,5.802832403954431e-64
"$S_{y,z}$",,,,,4.042181999651204e-42,,,,,,,,,,,,,,,,
"$S_{x,y,z}$",,,,,,,,,2.2089570512921276e-55,,,,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,,,,,,6.224554233477417e-18,1.51528956767405e-23,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,,2.9517592113161797e+70,4.52702328193774e+54,6.599398697999269e+22,29.12395697603189,,,,,2.6025385908065005e-10,,,,,200410689.27815652,2985039990.722858,,1.2602773353441819e-07
"$S_{x,y,z}HF_{y}$",,,,,,,1.6065407457159206e+17,,0.03433599358847319,,,,,,,,,,,,
"$S_{x,y,z}HF_{y,z}$",,,,,,,,,,,,,,,,,,,,,2.661188402267209e-07
"$S_{x,y,z}HF_{x,z}$",,,,,1.7232963669923233e+63,,,,7934761.436671397,,3757719.6682055523,20238110.456192728,307332.5639733609,,,,,215729435.16616893,252940463695157.84,,
"$S_{x,y,z}HF_{x,y,z}$",,,,,,,,,,,,,,,,,,,,,4.941172755058299e-08
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,1.6309773397873424e-15,10513442.349394882,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,2.1823929691409733e-16,,9.511632505956116e-08,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,2.3129285340410575e+66,,,,3842402197.34882,,,,,4582126198810184.0,613129303274309.5,,,1094.7167135828124,3.574112271815225e-07,,3.253804240824537e-06
"$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,,,,,,,,,,,,,,,,7.659581865360781e-11,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,3.906276329489611e+67,,,,3.3500388708622955e-10,,,,2797897.5587471365,,,13055542947.093992,,0.010964027741659508,,,3.953499512854508e-15
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,,5.751995427848808e+53,,,,4.989753808051962e-09,,,,0.0009134783342506744,,,,,,91.20735769395642,,4.635436046220278e-09
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,1e-160,,,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,1e+160,,,,,,,,,,,,,,,,,,9.337527063872845e-57,
"$S_{x,z}$",,,1.0709473644997809e+56,626594100866739.1,,,,,6.778851521425548e-15,,,1.8756642954087362e-20,6.181327609022792e-38,,,4.341643006546621e-31,,9.306588598779729e-30,,,15117.684827599258
"$S_{y,z}$",,,,,,,,,,,,,,,,,,,,1.5959294838823817e-15,
"$S_{x,y,z}$",,,,,,,,,3.346748209880701e-71,,,,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,,,,,,5.337547498529976e-22,1.4119269368073637e-71,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,,,,1.8735196272734094e+21,,0.003022590785781691,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,,,2.9879750052533715e+70,7.082519455724748e+70,330.84200636884555,,,,97340884.69582587,1878560105.6368623,,,0.043190740899595716,,1.4593086303950808e+16,,147517613690070.4,0.2407044606010016
"$S_{x,y,z}HF_{x,z}$",,,,,,,,,4.154472241615945,,273901160260.77652,6.460053585456015e-09,0.008080365359881618,,,0.0006320086337955524,,0.07563744001549587,,6.614769466382661e-05,
