ModelName,$S_{x}$,$S_{y}$,$S_{z}$,"$S_{y,z}$","$S_{x,z}$","$S_{x,y,z}$","$S_{x,y,z}HF_{z}$","$S_{x,y,z}HF_{x}$","$S_{x,y,z}HF_{y}$","$S_{x,y,z}HF_{x,z}$","$S_{x,y,z}HF_{x,y}$","$S_{x,y,z}HF_{x,y,z}$","$S_{x,y,z}HF_{x,y,z}T_{xz}$","$S_{x,y,z}HF_{x,y,z}T_{yz}$","$S_{x,y,z}HF_{x,y,z}T_{xy}$","$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$","$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$","$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$","$S_{x,y,z}HF_{y,z}$","$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$","$S_{x,y}$"
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,3.023424744750941e-21,,6.973816370437353e-15,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,2.1700080175887274e+120,,,,5.05173216900942e+57,,,2.8719359249009546e-07,75875.5864737804,143393508931363.84,,,3.618325922061377e+29,2.1379517659124455e+36
"$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,,,,,,,,,,,,,,3.50272635297036e-18,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,,,,,,,,,,,2.7637090232885802e-30,2.8549189951763894e+17,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,,1.847038278559193e+80,,,,2.1839678708172085e+37,,,1.6844899609152584e-35,,,4.677373998534598e-37,,,
$S_{x}$,,8.519736831086874e-132,1e-160,,,,,,,,,,,,,,,
$S_{y}$,1.1737451752631527e+131,,9002.492850007078,,397442768051.2389,,1.6191695012086277e-62,,,,,1.536051835811147e-112,,2.3542436837941696e-101,,,,6.713275399279026e-119
$S_{z}$,1e+160,0.00011108034370715593,,,,,,,,,,,,,,,,
"$S_{y,z}$",,,,,4.853879741299159e-21,,,,,,,,,,,,,
"$S_{x,y}$",,2.516085535794876e-12,,2.0602076139042256e+20,,,,,,,,,,,,,,
"$S_{x,y,z}$",,,,,,,3.4420829095375676e-68,,,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,6.176005657551917e+61,,,,2.9052176437387054e+67,,1.3865967564625882e+17,663409216994062.6,,,1.4652966682862618e-23,,2.5971914274330288e-20,,,,3.0752048415724026e-41
"$S_{x,y,z}HF_{z}$",,,,,,,7.211902056883119e-18,,2.8834372411245796e-06,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,,,,1.5073652496584922e-15,346808.3111841846,,,,,,,,,,
"$S_{x,y,z}HF_{x,y}$",,,,,,,,,,,1.3642011826071557e+24,1.757367663831805e-30,,,,,,
"$S_{x,y,z}HF_{x,z}$",,,,,,,,,,7.33029712002505e-25,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}$",,6.510196965273162e+111,,,,,6.824556566893381e+22,,,5.690328896911515e+29,,,,4.9754160953078936e+42,,,,1.28438056689913e+28
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,,1.07202829075258e-07,0.0001699026766957791,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,4.247648647774516e+100,,,,,3.850313032137043e+19,,,,,2.009882150244797e-43,9328112.03422612,,1399458570.4172983,8.867270535586109e+44,,5.504560353445518e+28
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,5885.722458572915,7.14562060741687e-10,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,,,,,,,,,,1.1277427433693406e-45,,,36375.29977129956,
"$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,,,,,,,,,,,,,2.74911823761521e-05,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,1.4895858437557847e+118,,,,,3.251815900135887e+40,,,,,7.785854331433028e-29,,1.8166755122851203e-29,,,,
$S_{x}$,,8.329882910098519e-74,7.593766703137884e-151,,,,,,,,,,,,,,,
$S_{y}$,1.2004970667566957e+73,,6258.310061116009,7.803746974076824e-05,,2.0482940211480085e-24,,2.5513222534171694e-84,,,,6.414133361932469e-66,,6.22841587011161e-105,,,,2.9123312171929203e-126
$S_{z}$,1.3168695314102573e+150,0.000159787544917785,,,,,,,,,,,,,,,,
"$S_{y,z}$",,12814.357043121572,,,10003746.852753263,5.993486255060525e-26,,,,,,,,,,,,
"$S_{x,y}$",,,,9.996254550611473e-08,,,,,,,,,,,,,,
"$S_{x,y,z}$",,4.882111599581438e+23,,1.6684780066954563e+25,,,,3.34895478258698e-80,,,,6.5963069695460955e-93,,9.872604083910729e-114,,,,3.259993872336988e-115
"$S_{x,y,z}HF_{y}$",,,,,,,,9.152461956641301e-31,0.08670028554311057,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,3.9195362273841655e+83,,,,2.9860062763449023e+79,1.0926021924345393e+30,,41162600865.728004,21354.562024685583,,3.0623732967478305e-25,,8.105072203548115e-27,,,,1.464661280543911e-31
"$S_{x,y,z}HF_{z}$",,,,,,,11.533987388112617,2.4293897347788837e-11,,,,,,,,,,
"$S_{x,y,z}HF_{x,z}$",,,,,,,,4.6828401296360636e-05,,,731221627.4496506,8.084003070474715e-43,,,,,,
"$S_{x,y,z}HF_{x,y}$",,,,,,,,,,1.367574429503395e-09,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}$",,1.5590570753251646e+65,,,,1.5159997929399152e+92,,3.2654412218849246e+24,,1.2370109106617116e+42,,,,2.690956830645553e-15,,,,4.946744663236782e+17
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,,7.579048768687364e-26,12.42449199240609,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,1.6055446856057165e+104,,,,1.0129039830835399e+113,,1.2337953011229624e+26,,,,371615028755441.94,1.3194267915671332e+25,,2.1152825944580298e+29,,118030870997058.52,2820356038970482.5
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,0.08048618813640065,4.727500725529378e-30,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,,,,,,,,,,,,,,1.6244637554764067e-16,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,,,,,,,,,,8.472359744129324e-15,,6155877572699244.0,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,3.4336753803843096e+125,,,,3.067490428388846e+114,,6.827517141906311e+30,,,,2.021531467819231e-18,,3.545651634695849e-16,,,,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,3.940497903191896e-10,,,,,,,,,,,,,,,
$S_{z}$,1e+160,2537750367.003054,,,6.680700112694663e-14,,,,,,,,,,,,,
"$S_{x,z}$",,,,,1.5154278658702643e-29,,,,,,,,,,,,,
"$S_{y,z}$",,,14968491073260.43,6.59879643578898e+28,,,,1.0836138096653712e-62,,,,2.147222822771836e-97,4.2569421533284217e-78,,,,1.4734152561709172e-105,
"$S_{x,y,z}$",,,,,,,,2.977058973174854e-74,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,,,,,2.1414434998818482e-10,3.188572550845583e-19,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,,,9.228379991842372e+61,3.35901978768516e+73,4669747299.217439,,6977328091.774716,,,1.0928689605802543e-72,4.192645479054922e-34,,,,2.9283791270785285e-27,
"$S_{x,y,z}HF_{z}$",,,,,,,3.136199613004911e+18,1.4332133831844007e-10,,,,,,,,,,
"$S_{x,y,z}HF_{x,z}$",,,,,,,,,,,8.916009996921748e-07,,,,,,,
"$S_{x,y,z}HF_{x,y}$",,,,,,,,,,1121577.9259391252,,1.139107431206651e-34,,,,,,
"$S_{x,y,z}HF_{x,y,z}$",,,,,4.657178516336308e+96,,,9.150227850455685e+71,,,8.77880323316568e+33,,3526246585.079531,,,,1.4977901936382298e+32,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,2.3491040375498623e+77,,,2.38512892395904e+33,,,,2.835876549958987e-10,,1.7816946200814763e+72,4.3175794575783155e+38,,3.4276398386496236e+16,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,5.612634110969423e-73,,2.86198240569944e-63,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,2.3161125575692112e-39,3.494081577890099e+62,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,,,,,,,,,,,,,,1.544895235741675e-18,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,6.786952936803305e+104,,,3.414858379343938e+26,,,,6.676502518493161e-33,2.9174593804288575e-17,,,6.472930829642432e+17,,7.802011900630951e+43
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,,,,,,,,,,,,,,1.2817206801736993e-44,
$S_{x}$,,6.425244006732009e-94,3.8288742733569284e-126,,,,,,,,,,,,,,,
$S_{y}$,1.5563611264447798e+93,,6.592341780976518e+47,,6.905354158762664e+25,,,,1.0714515290411098e-28,,5.4001355556273866e-59,,,3.280464153081318e-66,,,,1.0748687839145387e-95
$S_{z}$,2.61173370710671e+125,1.5169116426664863e-48,,,,,,,,,,,,,,,,
"$S_{x,y}$",,,,,3.285949302216489e-14,,,,,,,,,,,,,
"$S_{y,z}$",,1.448151647270739e-26,,30432605862953.047,,,,,,,,,,,,,,
"$S_{x,y,z}$",,,,,,,,,5.818160970111099e-94,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,,,,,176177343836.27463,2.9035130258077894e-06,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,,,,5.676098743600774e-12,,1.4482732651335607e-17,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,9.333133351304702e+27,,,,1.718756158753897e+93,344410.37154355075,6.904774285865032e+16,,,5.98536515862562e-10,,,1.5424809666276183e-35,,,,2.615898643327375e-36
"$S_{x,y,z}HF_{x,z}$",,,,,,,,,,,2.496320833490174e-36,,,,,,,
"$S_{x,y,z}HF_{x,y}$",,1.851805366178109e+58,,,,,,,1670741840.3017259,4.005895342394242e+35,,50.01322228196771,,7.614377793624053e-28,,,,1.3804093473639716e-05
"$S_{x,y,z}HF_{x,y,z}$",,,,,,,,,,,0.019994712485473076,,,3.3720327668183034e-46,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,,1.7481393836170986e-15,1843695130264.5303,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,3.048349115660071e+65,,,,,,,6.483062168257e+34,,1.3133049437570016e+27,2.9655702335999373e+45,572036766273686.1,,25950223258.935295,,,571473496621.1656
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,5.423890227754312e-13,3.853531393629439e-11,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,,,,,,,,,,,,,1467961312521.9707,1.163611547821449e-12
"$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,,,,,,,,,,,,,6.812168627809347e-13,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,9.30346117558763e+94,,,,,,,3.82277808259428e+35,,72442.2796694038,,,1.7498624274135114e-12,,859393327500.2574,,
$S_{x}$,,3.8806419061188004e-67,7.187408236711473e-66,,,,,,,,,,,,,,,
$S_{y}$,2.5768932671248292e+66,,2.3044874272925437e-12,,,,,,,,,,,,,,,
$S_{z}$,1.3913221109276242e+65,433935975591.26746,,9.542447924412554e+73,,,,3.7573763207749415e-40,,,,4.424264033561203e-81,,2.965819973250625e-64,,,,5.317418809632669e-27
"$S_{x,z}$",,,1.0479491299519576e-74,,1.173508191680881e+27,,,,,,,,,,,,,
"$S_{y,z}$",,,,8.521457345497048e-28,,,,,,,,,,,,,,
"$S_{x,y,z}$",,,,,,,,1.0120910838886529e-86,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,,,,,1.7165516672691448e-06,4.579454964714297e+22,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,2.6614315805177445e+39,,,9.880533638907315e+85,582563.2977251981,,1.03914262307513e+41,,,3.413430731554839e-22,,1.0921795531647369e-27,,,,0.0021240463422599115
"$S_{x,y,z}HF_{y}$",,,,,,,2.1836659770763526e-23,9.623318087373846e-42,,,,,,,,,,
"$S_{x,y,z}HF_{x,y}$",,,,,,,,,,,3.42013667626152e+19,7.368931258101946e-26,,,,,,
"$S_{x,y,z}HF_{x,z}$",,,,,,,,,,2.923859759584459e-20,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}$",,,2.2602629328048365e+80,,,,,2.9296039048212754e+21,,1.357048892131442e+25,,,,1.2929342014850212e+31,,,,1.0381548535791533e+42
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,,9.06778192901438e-19,1.0535791008201062e+46,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,3.371748821638594e+63,,,,,9.156003672677864e+26,,,,7.73434563685788e-32,1.1028055238076229e+18,,3657240907912.205,211060044689.63412,,8.259882481350005e+22
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,9.491456305668931e-47,2.734301691301124e-13,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,,,,,,,,,,4.73798819416773e-12,,,90932.52395597166,
"$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,,,,,,,,,,,,,1.099716533200142e-05,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,1.880611694885626e+26,,,,,470.79952075623487,,,,9.63247435151307e-43,,1.2106709777746849e-23,,,,
$S_{x}$,,1e-160,1.0151678047670947e-141,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,1.9356334860583092e-48,,,,,,,,,,,,,,,
$S_{z}$,9.850588201321312e+140,5.166267308365194e+47,,9.620978022518387e+20,,,,7.4916847129811165e-78,,,,1.265116746136743e-115,7.232065304031789e-57,,,,,4.546044485013159e-86
"$S_{y,z}$",,,1.0393953688070477e-21,,194652854049188.56,,,,,,,,,,,,,
"$S_{x,z}$",,,,5.13735082326253e-15,,,,,,,,,,,,,,
"$S_{x,y,z}$",,,,,,,,2.246874912034482e-33,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,,,,,1.8724048416813033e-19,506.0643535444628,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,1.334813247369131e+77,,,4.4506260435055914e+32,5.340725348168092e+18,,37086139622073.625,,,1.1066965828408627e-42,5.112332089573915e-37,,,,,1.0469214394809229e-31
"$S_{x,y,z}HF_{x}$",,,,,,,0.001976033271254977,2.6964251609644516e-14,,,,,,,,,,
"$S_{x,y,z}HF_{x,y}$",,,,,,,,,,,1.304770084140175e+30,1.3504280591937782e-39,,,,,,
"$S_{x,y,z}HF_{y,z}$",,,,,,,,,,7.6641855308859715e-31,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}$",,,7.904408846485325e+114,,,,,9.035900313643554e+41,,7.405059404623243e+38,,,8.109109538020366,,,,,8.478086181230935e+34
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,1.38273087694951e+56,,,,,1.956054462970821e+36,,,,0.12331810235284166,,17972682520.166916,1.0179097714409735e+21,4.290832562071822e+47,,0.1350783094263762
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,5.563999691631524e-11,,1.8179258739755898e-10,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,9.824053448120258e-22,5500774340.227183,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,,,,,,,,,,2.3305500401934853e-48,,,,3102.9554911269156,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,,,,,,,,,,,,0.0003222733947875047,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,2.199714506306916e+85,,,,,9.55181508648646e+30,,,,1.1795114824544161e-35,7.403113084895732,,,,,
$S_{x}$,,1.7654984982283052e-114,1e-160,,,,,,,,,,,,,,,
$S_{y}$,5.664122631673205e+113,,2.623482775372423e-41,,,,,,,,,,,,,,,
$S_{z}$,1e+160,3.811726950858454e+40,,1.0527665156720578e+55,,,,3.3441114583104715e-57,,,,5.317893133952634e-79,,2.173495106446255e-72,,,1.3676713935037485e-54,
"$S_{y,z}$",,,9.49878235214982e-56,,315.1511786989393,,,,,,,,,,,,,
"$S_{x,z}$",,,,0.0031730803106254277,,,,,,,,,,,,,,
"$S_{x,y,z}$",,,,,,,,3.199220897701299e-56,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,,,,,9.782436172771801e-25,5.266954302860465e-08,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,2.9903309517836013e+56,,,3.1257610273755055e+55,1.0222402501161991e+24,,2.533841591891376e+30,,,1.5195583271366271e-61,,4.236941276864536e-40,,,2.0547323087449887e-39,
"$S_{x,y,z}HF_{z}$",,,,,,,18986304.84522912,3.946576625784858e-31,,,,,,,,,,
"$S_{x,y,z}HF_{x,y}$",,,,,,,,,,,35966.270803510786,6.368758011143775e-65,,,,,,
"$S_{x,y,z}HF_{x,z}$",,,,,,,,,,2.7803827799194204e-05,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}$",,,1.8804439555496094e+78,,,,,6.580859596777345e+60,,1.5701648551416833e+64,,,,0.0054074538882494414,,,6.062726394037192e+34,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,,2.2869000744329264e-12,3.4947121221725425e+18,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,4.600884524810535e+71,,,,,2.3601932022528057e+39,,,,184.92991723388153,437273150313.7347,,2.723759672981875e+41,,100696.06129689157,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,2.861466023640123e-19,3.671395864765248e-42,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,,,,,,,,,,,,,,0.7025584530149712,
"$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,7.3116978592216145e+53,,,,,4.866814016326977e+38,,,,1.6494229411103217e-35,,9.930875022525528e-06,,1.4233691100129577,,502172.96428746096
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,,,,,,,,,,,,,,1.9913457535869372e-06,
$S_{x}$,,1e-160,9.081468483627791e-123,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,0.011680664224242689,,,,,,,,,,,,,,,
$S_{z}$,1.1011435009688303e+122,85.61156975341738,,,3.7730329899183066e+26,,,,2.5875158861471876e-34,,,2.164929612305046e-86,,1.2377329983633494e-33,,,,6.495930133463136e-13
"$S_{x,z}$",,,,,8.855616217272067e-85,,,,,,,,,,,,,
"$S_{y,z}$",,,2.6503876395251234e-27,1.1292268945097145e+84,,,,,,,,,,,,,,
"$S_{x,y,z}$",,,,,,,,,3.466195233933546e-71,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,,,,,1378979786.9085448,2.0935638277045458e-12,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,,,,,7.251737911560272e-10,,9.081180411354231e-15,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,3.8647105718411664e+33,,,2.8850077174249906e+70,477654412426.6963,110117843133002.47,,,,1.0966293505837014e-39,,1.2625772816760435e-49,,,,1.3882174221701043e-09
"$S_{x,y,z}HF_{y,z}$",,,,,,,,,,,4.12525150132873e-17,,,,,,,
"$S_{x,y,z}HF_{x,z}$",,,,,,,,,,2.424094627146741e+16,,1.7153357604688408e-39,,,,,,
"$S_{x,y,z}HF_{x,y,z}$",,,4.619087818450037e+85,,,,,,9.118851318977841e+38,,5.829762446779964e+38,,,0.08460686795594739,,,,1.6523652869563188e+46
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,,1.202410416008057e-22,2861903.0827341266,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,8.079286900505173e+32,,,,,,7.920307251786774e+48,,,11.81937145481705,8.316627889169078e+21,,7.289569228472647e+32,117861.01473583549,,5.954883841858481e+41
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,3.4941784228578677e-07,1.3718231745355491e-33,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,,,,,,,,,,8.484569747183343e-06,,,7.667248913250832e+32,
"$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,,,,,,,,,,,,,1.3042487746442689e-33,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,1539425424002.9458,,,,,,720348256.7138288,,,6.051930574274014e-47,,1.6792938813864525e-42,,,,
$S_{x}$,,2.0505738893723475e-80,3.4614627338997864e-95,,,,,,,,,,,,,,,
$S_{y}$,4.8766835722563806e+79,,4.6207368152081755e-14,,,,,,,,,,,,,,,
$S_{z}$,2.8889520901280088e+94,21641570164929.367,,,5.406387609829822e+89,,1.0873813589055168e-44,,,,,1.7797377961719636e-64,,,,,9.695688211556204e-50,4.8391398514791995e-48
"$S_{x,z}$",,,,,3.580546270516704e-31,,,,,,,,,,,,,
"$S_{y,z}$",,,1.8496639016074492e-90,2.792869926676555e+30,,,,,,,,,,,,,,
"$S_{x,y,z}$",,,,,,,1.3868670438417241e-49,,,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,9.196405583102244e+43,,,7.210496524814131e+48,,44808404313.52767,5949.9460682950385,,,2.5221247359786487e-44,,,,,1.453341396603125e-36,4.273136774747353e-21
"$S_{x,y,z}HF_{y}$",,,,,,,2.2317241939769313e-11,,1.9547520613811782e-08,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,,,,0.00016806875029147126,51157383.064398736,,,,,,,,,,
"$S_{x,y,z}HF_{x,y}$",,,,,,,,,,,0.00012270877331518597,,,,,,,
"$S_{x,y,z}HF_{x,z}$",,,,,,,,,,8149.3765521673895,,1.0164882389798228e-65,,,,,,
"$S_{x,y,z}HF_{x,y,z}$",,,5.6188052091206866e+63,,,,3.9649109567611235e+43,,,,9.837792132288998e+64,,,,,,3.5322103473775943e+47,6.934344058374811e+46
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,,1.1037670964441475e+21,1.0271927362818573e-14,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,9.059882317760336e-22,,2.0173414222939944e-14,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,97352713339826.83,49570191190684.16,,,5.6322067733384185e-21,
"$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,,,,,,,,,,,,,,3.4131863012683375e-34,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,1.0313863009828522e+49,,,,6.880695770018568e+35,,,,,2.8310884733759593e-48,,,1.775502995972683e+20,2.929813704070009e+33,,8.833832922222879e-08
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,2.0664829508788137e+47,,,,2.340201244925338e+20,,,,,1.4420974667276143e-47,,,,,11320114.482631255,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,5.151746952378294e+35,1647721201.8845751,,,,,1.2775630288415982e-61,,,7.366150859887895e-84,,1.999455085143827e-80,,,,2.375268209039463e-45
$S_{z}$,1e+160,1.9410891281031415e-36,,,,,,,,,,,,,,,,
"$S_{y,z}$",,6.068987877659483e-10,,,4.6960277417219665e+48,,,,,,,,,,,,,
"$S_{x,y}$",,,,2.1294593111439206e-49,,,,,,,,,,,,,,
"$S_{x,y,z}$",,,,,,,,,6.495492333371242e-61,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,,,,,1.3996960581067223e-12,6.982301092416475e-19,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,,,,714440820353.9808,,0.019757122253719436,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,7.827402464101733e+60,,,,1.5395291822028638e+60,1.432192606368847e+18,50.614658711834515,,,,1.6028335379177904e-40,,2.4508871575724067e-34,,,,1.855041475042889e-22
"$S_{x,y,z}HF_{x,z}$",,,,,,,,,,,0.9437629023775532,,,,,,,
"$S_{x,y,z}HF_{x,y}$",,,,,,,,,,1.0595881629599688,,1.3854500422144313e-45,,,,,,
"$S_{x,y,z}HF_{x,y,z}$",,1.3575611184471708e+83,,,,,,,6.238951059753095e+39,,7.217871229782144e+44,,,5.489390072447658e-20,,,,2.0017298208727178e+30
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,,1.9991670353454708e-19,638812438.0427085,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,5.001362658406838e+79,,,,,,,4.0801552079227333e+33,,,1.8216960114006094e+19,5.002083279285328e+18,,4638746635.132887,7.084839082672476e+28,,9.05737925790776e+43
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,1.5654047110666056e-09,2.155754730008773e-10,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,,,,,,,,,,,1.4114646618378656e-29,,,6.923274265955775e+17,
"$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,,,,,,,,,,,,,1.4444032716100228e-18,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,4.210050874231129e+44,,,,,,,5.390715051138572e+21,,,4.995679184936248e-31,,1.1040721289515687e-44,,,,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,8.413877301930528e+21,,6.162765555345244e-21,,,,,,,,,,,,,
$S_{z}$,1e+160,1.1885126964836465e-22,,,,,,,,,,,,,,,,
"$S_{y,z}$",,,,,7.464632533286046e-30,,,,,,,,,,,,,
"$S_{x,y}$",,1.62264812934942e+20,,1.3396506734133697e+29,,,,,6.61561887263295e-63,,,8.213741871244249e-73,,,5.074411460281043e-78,,3.735467318903851e-110,
"$S_{x,y,z}$",,,,,,,,,3.299035603943962e-66,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,,,,,5.438291351971669e-14,3.1439207817666885e-23,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,,,,18388128463132.945,,2.5539195305786524e-17,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,,,1.5115743806474903e+62,3.03118886866365e+65,3.180741721609353e+22,3.9155501495907576e+16,,,,5.606987013527978e-17,,,1.099219614308524e-28,,1.1046637227448124e-22,
"$S_{x,y,z}HF_{x,z}$",,,,,,,,,,,2.887801608382608e-22,,,,,,,
"$S_{x,y,z}HF_{x,y}$",,,,,,,,,,3.462841758579383e+21,,1.6537923327039247e-17,,,,,,
"$S_{x,y,z}HF_{x,y,z}$",,,,,1.217471909484923e+72,,,,1.7834890603229506e+16,,6.0467084060367816e+16,,,,25113.950134628023,,169946371804.8724,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,,59610399967276.71,1.6281011380920325e-16,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,1.6775596213898123e-14,,1.8796608706084005e-24,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,1.9706718854537185e+77,,,,9.097363138202923e+27,,,3.981850703052738e-05,6142124568329320.0,5.320108619786953e+23,,,29283617.490191147,
"$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,,,,,,,,,,,,,,1.537621051860332e-14,
