ModelName,$\hat{S}_{x}$,$\hat{S}_{y}$,$\hat{S}_{z}$,"$\hat{S}_{y,z}$","$\hat{S}_{x,y}$","$\hat{S}_{x,y,z}$","$\hat{S}_{x,y,z}\hat{A}_{x}$","$\hat{S}_{x,y,z}\hat{A}_{y}$","$\hat{S}_{x,y,z}\hat{A}_{z}$","$\hat{S}_{x,y,z}\hat{A}_{x,z}$","$\hat{S}_{x,y,z}\hat{A}_{y,z}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$","$\hat{S}_{x,z}$","$\hat{S}_{x,y,z}\hat{A}_{x,y}$"
$\hat{S}_{z}$,1e+160,1.8753488636576773e+57,,,,,,,,,,,,,,,,,,1.525872816706874e-149,
"$\hat{S}_{x,z}$",,,6.553626154492951e+148,3.4191077726589827e+37,,1.97012685405496e+17,,,1.3484310511870833e-51,,,,,,,,,,1.2684491358829634e-19,,
"$\hat{S}_{y,z}$",,,,,,,,,,,,,,,,,,,,2.9247396294335487e-38,
"$\hat{S}_{x,y,z}$",,,,,,,,,1.0026917269348629e-62,,,,,,,,,,,5.075815285405491e-18,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,9.973154990087619e+61,8.086827974010773e+59,13.172133223832805,,2.3695782025147704e+16,,,,,,,,,4.313040335065896,7.41602619666505e+50,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,,3.086159662172474e-77,1.2365787960542413e-60,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,3.240273056048108e+76,,0.07591784739852651,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,,,,1.550446236050327e-08,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,,,4.2201603599270394e-17,,64497560.5569815,729253.2531918162,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,1.3712657374145015e-06,,,6.563204354668831e+26,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,1.5236459905269222e-27,,1.6890857644266465e+49,500882.2943975887,,,,1.2887057520180161e-48,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,1.9964770389871743e-06,314211307542765.7,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,5.920362488754063e-50,,3.18257165160708e-15,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,,,,,,0.23185500767748365,,,,7.759723260597505e+47,,,2.074608166452148e+22,,9.171244650481089e+30,,7.883642880988706e+18,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,,,,,,,,,,,,,,,,,4.820187330652087e-23,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,,,,,,,,,,,,,1.0903645449557862e-31,,
$\hat{S}_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1e+160,,1.889359029294546e+100,1e-160,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1e+160,5.2928002803860036e-101,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{y,z}$",,1e+160,,,7.966002323445793e+50,4.7425469194880205e-09,,,,,,,,,,,,,,,
"$\hat{S}_{x,y}$",,,,1.2553348083476802e-51,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}$",,,,210857165.35366496,,,,,3.9768244330401046e-125,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,2.514569141377822e+124,1.386806798820716e+40,2.5871948911097905e+47,,4.442160986773933e+59,,3.2380362074953847e+31,,,,,6.082333319347287e+51,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,,3.387364042525347e-28,7.210809759876858e-41,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,2.952148004896693e+27,,3.8651900691217153e-48,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,,,,8.808304934122955e-06,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,,,2.2511565946785692e-60,,113529.2212836601,4.320613425446422e-34,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,3.088291593791344e-32,2.314486165576538e+33,,,,,3985850162787754.0,,8.78550161554694e+20,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,6.887605974192027e-07,,5.499779050122167e-26,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,,,1451883.286800982,1.4085168047268802e-09,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,2.508875043362361e-16,709966680.3009183,1.8182548623981302e+25,,,3425.0398447408566,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,,,,,,,,,,,,,,9.76230631762576e-30,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$",,,,,,,,,1.6441058841992451e-52,,,1.1382389347358229e-21,,,0.0002919674063166005,,,9.08733330513776e+23,1.0243481073673223e+29,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,,,,,,,,,,,1.1004328403302034e-24,,,,
$\hat{S}_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1e+160,,3.235230257401944e-06,,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1e+160,309097.0102397136,,,,,,,,,,,,,,,,,,1e-160,
"$\hat{S}_{x,z}$",,,1e+160,2.992605529621171e+78,,6.372798612903364e+82,,,1.0217063508490982,,,,,,,,1.8325159045379773e+37,,,,
"$\hat{S}_{y,z}$",,,,,,,,,,,,,,,,,,,,3.341569712753249e-79,
"$\hat{S}_{x,y,z}$",,,,,,,,,3.4978515768490766e-61,,,,,,,,,,,1.5691693096581519e-83,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,,3691155799101.3555,6.708711001946292e-11,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,2.70917851867282e-13,,5.811033011218002e-27,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,2.858897749174414e+60,14905993114.174776,1.720864428182621e+26,,632406.0352711026,,,,,,,366111687791180.56,,,0.9787548048115204,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,,,1.5812625816755775e-06,,2.588205407407041e+51,4.080402668460239e+27,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,,,,3.863680978094535e-52,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,2.4507385208072006e-28,,,,9.236587936071999e-36,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,,,2.4559931795105924e-11,1.4184653607499417e+24,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,1.0826508738087815e+35,40716725451.137886,,307296915.19959646,,1.1987785819959193e-07,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,7.049872543036938e-25,3.2541817068045632e-09,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,,,,,,,,,,,,,,,7.340068402070994e-07,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$",,,,,,,,,2.7314069267582926e-15,,,,,8341824.0450629275,,1362385.12398311,,1.888590695042359e+24,,5.45697855895076e-38,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,,,,,,,,,,,5.294953547240532e-25,,,,
$\hat{S}_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1e+160,,5.477402301783517e+24,5.8923922471487985e-133,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1e+160,1.8256829513406134e-25,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y}$",,,,1.7220140387769477e-19,,,,,,,,,,,,,,,,,
"$\hat{S}_{y,z}$",,1.697103583835374e+132,,,5.807153585752676e+18,1.1055596246270206e-11,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}$",,,,90451928392.13597,,,,,2.4059752375696223e-40,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,3.9289906254653795e-22,,2.2103313195276015e-17,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,4.1563187533473635e+39,901771.7297701846,4.524208615990307e+16,,6.032119303202277e-07,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,,2.545182962561924e+21,1.1089280878818954e-06,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,,,,0.603754894059957,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,,,1657792.1452401134,,1.6563012736434948,454.7099994844999,,,9.180488397073239e-23,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,0.002199203890685689,,,,,9.896981782157002e-19,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,1.089266667249209e+22,,1.010409054003588e+18,140728848471.04477,4.1132191633906053e+21,,,,,7.684221541000978e+17,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,1.0108137332451776e-20,,2.431185794572835e-22,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,,,9.893019525858039e+19,7.105863587065106e-12,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,,,,,,,,,,,,1.3013679976094702e-18,,8.841721091908149e+39,2.184628624416761e+58,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$",,,,,,,,,,,,,,,,,,,1.1310015206374126e-40,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,,,,,,,,,,,,,4.577437047301227e-59,,
$\hat{S}_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1e+160,,2.2571661030549196e+45,1.1051090514401202e-89,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1e+160,4.430334119613832e-46,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{y,z}$",,9.048880729886814e+88,,,7.147742492651396e+122,1.2382998692195216e-35,,,,,,,,,,,,,,,
"$\hat{S}_{x,y}$",,,,1.399043125893387e-123,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}$",,,,8.075588351877015e+34,,,,,1.1282756920835145e-58,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,5.9475088891008435e+32,,7.754930152099882e-60,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,8.863082019903876e+57,1.4851618414455325e+55,1.289502265509406e+59,,1.1248063936431931e+27,,,,3.092221528791506e+17,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,,1.681376217583396e-33,6.733272914059545e-56,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,,,8.890418881431219e-28,,16.888315991750712,3.121779888025027e-08,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,,,,0.05921253489622418,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,32033007.959207635,,,,8.327620217195879e-17,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,,,9.64389138334953e-25,2.791347472776522e-09,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,358249916.8422451,7.016289837524492e-26,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,3.2339209551743125e-18,,,1.2008232531246788e+16,1.0369258220043105e+24,,1.4252546903803832e+25,1.568932911032649e+21,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,,,,,,,,,,,,6.373758832949806e-22,,,261545952940.84494,909340627982.4312,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$",,,,,,,,,,,,,,,,3.823419895264732e-12,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,,,,,,,,,,1.0996979231189926e-12,,,,,
$\hat{S}_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1e+160,,1e+160,,2.93294792807296e-133,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1e+160,1e-160,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{y,z}$",,,,,2.0167908523922107e-22,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y}$",,3.4095388821206645e+132,,4.958372350875416e+21,,2.7054302888152288e-33,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}$",,,,,3.6962696992570574e+32,,,,7.716034097488039e-81,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,1.2960025673364388e+80,6.416610855332213e+60,1.4385996471934815e+45,,1.3879535053125291e+17,,,,,,,,4.295818161789705e+32,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,,5.087748225110925e-23,1.5584551136820126e-61,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,1.9655060662483895e+22,,6.951204262776432e-46,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,,,,2.205309188865707e-29,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,,,7.204852296365845e-18,,4.534511555335905e+28,2.801775666618596e+31,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,3.5691651259391475e-32,,,6.269690224334259e-24,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,1.5959176195481758e-13,,5.418652696572066e-12,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,1.5949751330914983e+23,,6265987590782.489,2.0439926803254822e+17,,,,2.3563853414952763e-18,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,4.892385425963274e-18,184547719884.8004,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,,,,,,,,,,,,,,,,,4.850650419433424e-18,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,,,,,,,,,,4.243788069762123e+17,,,2.0615791976961392e+17,,5.805752874643082e-07,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,,,2.327845272629939e-33,,,,,,,,,,1722429.4963837513,,
$\hat{S}_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1e+160,,7.515229495189426e+106,5.544484512005385e-92,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1e+160,1.330631354159058e-107,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{y,z}$",,1.8035941805495457e+91,,,4.0831796060012385e+47,6.25688543366365e+25,,,6.223846345261886e-140,,,,,,,,,,5.990605723805371e-93,,
"$\hat{S}_{x,y}$",,,,2.4490717932913205e-48,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}$",,,,1.5982392687258477e-26,,,,,6.422554586668514e-89,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,1540928307.8632922,,2.9830200036034558e-27,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,,6.489594583323845e-10,5.6029965756379654e-14,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,1.6067234705453226e+139,,1.5570128466883404e+88,17847592560524.43,3.352307389129174e+26,,,3.2028073321182173e+27,,,,,,,,9.69825462320984,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,,,,,3.5094657574228334e-11,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,,,3.1222608677451643e-28,28494365499.50404,,2186502276.376277,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,,4.5735145616098557e-10,,1667391598.7599583,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,5.997391379107952e-10,,1.1314763542920818e+28,8.27281054863175e+34,,,,1.2686973970169085e-05,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,1.2087790408368426e-35,2.7081989506381524e-12,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,8.838010588614191e-29,,369249090715.5705,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,1.669280279999427e+92,,,,,0.10311133692105819,,,,78821.00194666613,,,1.1391359621867102e+55,,6.45183616554802e+18,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,,,,,,,,,,,,,,,,,8.778583357866941e-56,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,,,,,,,,,,,,,1.5499463630832292e-19,,
$\hat{S}_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1e+160,,6.237982468856943e-26,,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1e+160,1.6030824148552656e+25,,,,,,,,,,,,,,,,,,1e-160,
"$\hat{S}_{y,z}$",,,,,,,,,,,,,,,,,,,,5.864601339420044e-40,
"$\hat{S}_{x,z}$",,,1e+160,1.7051457415840154e+39,,2.563309479273324e+26,,,,,1.3954123032282568e-59,,,,,3.059870747436535e-44,,,,,
"$\hat{S}_{x,y,z}$",,,,,,,,1.039944062588399e-69,,,,,,,,,,,,3.901206655247463e-27,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,9.615901816017114e+68,5.0009666477727095e+75,,1247543.2476044975,,2.56063255648597e-34,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,,5.619693069208732e+26,8.015754178624075e-07,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,,1.9996134156291005e-76,1.7794566138837235e-27,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y}$",,,,,,,,,,,6.053334951945027e-11,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,,3.9052850338368303e+33,,,,9.410121447474165e+66,,,,19779070085.149414,,,,7.166340712967209e+58,16519819371.282024
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,,1.0626855408634677e-67,,,2.606974626822712e-18,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,1.672777337970405e-48,6.341965572356711e-41,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,3.835863953991622e+17,3471777189104003.0,,1.5767982159329104e+40,5.768008624327435e-21,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,,,2.88036917558664e-16,5.9780819437290354e+47,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$",,,,,,,,,,,,,,,,1.9343837384380967e-51,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,,,,,,,,,5.055849419082767e-11,,,1.7337005977805773e+20,,,5.169605079535265e+50,4.357659781811018e+49,,3.268111899294338e+43,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,,,,,,,,,,2.2948097145491377e-50,,,,,
$\hat{S}_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1e+160,,1.469962152424395e-145,,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1e+160,6.802896240224343e+144,,,,,,,,,,,,,,,,,,1.670997917634349e-112,
"$\hat{S}_{y,z}$",,,,,,,,,,,,,,,,,,,,2.290161252293712e-27,
"$\hat{S}_{x,z}$",,,5.98444791251273e+111,4.3665047559356336e+26,,385391026.4117451,,,9.491643224587088e-101,,,,,,,,,,9.760844278283287e-87,,
"$\hat{S}_{x,y,z}$",,,,,,,,,5.601520042352842e-141,,,,,,,,,,,2.5947672142516818e-09,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,,1.3380817458419e+22,1.3029387881133457e-51,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,1.7852297098627601e+140,7.67495763517793e+50,1.0156286053759742e+32,,,286585731015183.5,,,,,,,,9.739117592203848e+27,1.0535583526881908e+100,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,7.473384964016647e-23,,9.846118893331202e-33,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,,,3.489357256056197e-15,6171614.280800175,,8.365967911877598e+59,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,,,,,1.6203216119824423e-07,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,,1.1953189523716057e-60,,8.803190511173256e-26,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,1.135951787855519e+25,,133.23991202494648,4.9298967697970136e+16,,,,6.71837281641127e-41,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,2.0284400398127902e-17,5.948073720972791e-30,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,0.007505258633109651,,1.681216553308712e+29,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,,,,,,,,,,,,,,,,,1.561041954647339e-27,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,,,,,,1.0267870682663271e-28,,,,1.4884556533648374e+40,,,6.405977731879178e+26,,4.284283454835787e+24,,1.0245015405325957e+86,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,,,,,,,,,,,,,2.3341126014229353e-25,,
$\hat{S}_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1e+160,,2346612081.6566663,5.7824109744069175e-52,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1e+160,4.261462760790091e-10,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y}$",,,,2.5412876833327345e-68,,,,,,,,,,,,,,,,,
"$\hat{S}_{y,z}$",,1.729382439999548e+51,,,3.935012972197483e+67,5.310501331007466e-64,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}$",,,,1.8830613866173118e+63,,,,,5.7602633862067876e-98,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,1.3250331990711407e+25,,3.016006860418405e-56,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,,7.546980714905924e-26,6.87940921257665e-49,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,1.7360317279840804e+97,1.4536131942432521e+48,3.3156423253668326e+55,,,3.7122611540046875e-26,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,,,2.693775999356152e+25,3.716933320073697e+46,,5.449857219538254e+71,,,2871720.9015940204,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,,,,,2.6903899367776995e-47,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,,1.834910456763721e-72,,,,1.8898295077939807e-25,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,3.482232550680413e-07,5.291482622510807e+24,3.3491904594887394e+48,7.560315790041928e+35,,,,,1.2404173709539659e+48,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,1.1693018046485712e-08,,1.3226960721894054e-36,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,,,85521120.04142043,2.985796156103502e-49,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$",,,,,,,,,,,,,,,,,,,4.990133893487967e-14,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,,,,,,,,,,,,8.061802611091552e-49,,20039542452056.88,295802337.4764545,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,,,,,,,,,,,,,3.3806358953454815e-09,,
$\hat{S}_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1e+160,,1e+160,3.2728540820644426e-128,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1e+160,1e-160,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y}$",,,,4.005498484414264e-18,,,,,,,,,,,,,,,,,
