ModelName,$S_{x}$,$S_{y}$,$S_{z}$,"$S_{x,z}$","$S_{y,z}$","$S_{x,y,z}$","$S_{x,y,z}HF_{x}$","$S_{x,y,z}HF_{z}$","$S_{x,y,z}HF_{y}$","$S_{x,y,z}HF_{x,y}$","$S_{x,y,z}HF_{y,z}$","$S_{x,y,z}HF_{x,y,z}$","$S_{x,y,z}HF_{x,y,z}T_{yz}$","$S_{x,y,z}HF_{x,y,z}T_{xy}$","$S_{x,y,z}HF_{x,y,z}T_{xz}$","$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$","$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$","$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$","$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$","$S_{x,y}$","$S_{x,y,z}HF_{x,z}$"
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,3.3914453302840317e+52,,,1.503684471219511e-13,,,0.0006839775666661557,,7143253.167133177,32130859347.64419,,6.423755403837902,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,,6.649872506450194e+63,,,0.00011281025464704161,,,633421317.7116483,,,,0.15567217883211204,,,1942511.1101660787,4080966.0146890013,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,,,,,,,,,,,,2.4504002150486107e-07,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,,,,,,,,,,,,,5.147975704059181e-07,,,,,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,1.1088028851248458e-18,,,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,9.018735551787502e+17,,1.7372671635251046e-93,,,,,,,,,,,,,,,,,
"$S_{y,z}$",,,,3.0811477947752696e-10,,,,,,,,,,,,,,,,,
"$S_{x,z}$",,,5.756167047852852e+92,,3245543760.3340845,,,,3.7619556584074837e-56,6.961984449196438e-82,,,1.064472840947533e-49,,,1.7236056971027593e-69,,,,,
"$S_{x,y,z}$",,,,,,,,,2.2598145387404304e-71,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,2.658191884226837e+55,,4.425141899287795e+70,7.976838882140855e+39,3017228083840.503,,1.8931814231108262e-14,,,8.981715432338976e-12,,,1.830543076756671e-08,,,,,
"$S_{x,y,z}HF_{z}$",,,,,,,1.5769060372192956e+20,,3.31430031874535e-13,,,,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,,,,,,6.34153193910902e-21,1.253629432379379e-40,,,,,,,,,,,,
"$S_{x,y,z}HF_{x,y}$",,,,1.4363720679028827e+81,,,,,52821139474146.445,,43090965464057.99,3.319509292077146e+16,2995781.159447567,,,1.0512598917963814e-05,,,,,
"$S_{x,y,z}HF_{y,z}$",,,,,,,,,,2.3206720694946977e-14,,,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}$",,,,,,,,,,3.0124934501215424e-17,,,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,0.030544189619067536,324250981962677.44,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,9.394321409927726e+48,,,,,111337306056.19786,3.3380275353103684e-07,,,,56.41712711386392,32.739451020685756,2.1371510272321288e-08,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,0.017725113829028357,,3.0840307528046403e-15,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,5.80179098781652e+68,,,,,54628596.98291204,95123.95629316846,,,46791264.97181259,,,,1740015195829.1028,874097513343674.9,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,,,,,,,,,,,,,5.747076246213518e-13,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,,,,,,,,,,,,,1.1440371179809354e-15,,,,,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,8.49724834846579e+19,,5.787170029343008e-57,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,1.1768515629892751e-20,,,,,,,,,,,,,,,,,,,
"$S_{y,z}$",,1.7279602896228116e+56,,,,,,,1.9772099492829286e-91,7.344296193155977e-105,,,,,7.645153579121485e-70,,,6.2923027673499455e-83,,2.5340464464154657e+20,
"$S_{x,y}$",,,,,3.946257581089524e-21,,,,,,,,,,,,,,,,
"$S_{x,y,z}$",,,,,,,,,1.2381656584517232e-19,,,,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,,,,,,9.605495966011417e-74,8.54961595442206e-86,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,,5.057631843106334e+90,8.076463703980129e+18,1.1696431808527922e+85,167546559924074.6,,4695141036823.655,,,,,7.085474027297617e+23,,,1.793708323614833e+37,,,
"$S_{x,y,z}HF_{z}$",,,,,,,1.0410706574011917e+73,,5.96849019432664e-15,,,,,,,,,,,,
"$S_{x,y,z}HF_{x,y}$",,,,,1.3616008582713245e+104,,,,2.129861472013453e-13,,326.56771251303036,3.846293549822317e+19,,,2.9394691914004557e-06,,,2.274802971594103e+22,,,
"$S_{x,y,z}HF_{y,z}$",,,,,,,,,,0.003062152079593904,,,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}$",,,,,,,,,,2.599905563750317e-20,,,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,,1.6555223251349592e-29,7.919791698481914e-28,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,1.3080181969541433e+69,,,,1.4113381774421627e-24,340197.47610403376,,,1.262659471450092e+27,149315928.3723563,,,,8720094358.698969,1.181590046780249e+22,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,6.04038969947735e+28,,6.6972091383730476e-09,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,,,,,,,,,,,,,,,,0.0681300233971532,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,,,,,,,,,,,8.463172169780295e-23,14.67781677059845,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,,1.5892432976825082e+82,,,,5.5750424237577e-38,4.3959851138194826e-23,,,,,1.1467765816116687e-10,,,,,,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,1.0789687495840495e-90,,,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,9.268109019705228e+89,,5.682812970365005e-82,,,,,,,,,,,,,,,,,
"$S_{y,z}$",,,,9.025475675256521e-95,,,,,,,,,,,,,,,,,
"$S_{x,z}$",,,1.759691908241299e+81,,1.1079748436323586e+94,,,,4.202078278527328e-33,,5.967141521014148e-45,,,,,,56.42444921373441,4.803418289680586e-28,,,
"$S_{x,y,z}$",,,,,,,,,4.005445042856622e-38,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,,,,9.381276718792035e+54,,1.806931226393752e-13,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,2.379774801221606e+32,,2.496601474493869e+37,1.2109869440539508e+75,5534244941882.963,,,3.0904597797518743e-09,,,,,,7.786833779517836e-07,22364.09533078107,,,
"$S_{x,y,z}HF_{x}$",,,,,,,,1.0659529933669448e-55,8.25772734305754e-76,,,,,,,,,,,,
"$S_{x,y,z}HF_{y,z}$",,,,1.6758442823558919e+44,,,,,323576448.5762981,9.267822833969305,,1.0234982890558171e+18,,,,,98500616569.95793,99573254548085.84,,,
"$S_{x,y,z}HF_{x,y}$",,,,,,,,,,,0.10790020675996362,,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}$",,,,,,,,,,,9.770412033834523e-19,,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,7656845.98138494,,735403.1881209937,,1.761509454125214e-09,,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,,1.306020785100243e-07,0.002917958936171349,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,342.70530253318066,1.3597982931717628e-06,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,0.017722813672704625,,,,,1284219.014190798,,1.0152220715184778e-11,,,567694937.8035622,,,,2.7114364057624287e-07,2746.094408171069,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,,,,,,,,,,,,,0.00036415354003288314,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,2.0818507564672186e+27,,,,,4.4714529481710754e-05,,1.004285743735614e-14,,,,,,3688082.0729365773,,,,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,1.0539269294289943e+22,,8.880055836103122e-123,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,9.488323830398647e-23,,,,,,,,,,,,,,,,,,,
"$S_{y,z}$",,1.126119045259106e+122,,,,,,,5.2631872790898524e-64,,5.8589995631959914e-68,,,1.1782861200166842e-63,,,2.5157287813401946e-51,,,2.656737711822804e+29,
"$S_{x,y}$",,,,,3.764014774773886e-30,,,,,,,,,,,,,,,,
"$S_{x,y,z}$",,,,,,,,,2.4390124321633276e-43,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,,,,1.9796815532212496e+46,,0.1159569472169992,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,,1.8999893923077864e+63,4.100020101632001e+42,2.751570916521971e+64,8.623890366211716,,,7.863495868900355e-11,,,2421727.215245456,,,0.04705702939425691,,,,
"$S_{x,y,z}HF_{x}$",,,,,,,,5.051317462512314e-47,3.6342875773088042e-65,,,,,,,,,,,,
"$S_{x,y,z}HF_{x,y}$",,,,,,,,,,,0.0002341430311964826,,,,,,,,,,
"$S_{x,y,z}HF_{y,z}$",,,,,1.7067760275689726e+67,,,,12716990212.393177,4270.893713513275,,2.445496433351198e+28,,79969096061.29062,,,0.16341618748925893,,,,
"$S_{x,y,z}HF_{x,y,z}$",,,,,,,,,,,4.089149288308898e-29,,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,8.486902994205179e+62,,,,4.129284230299424e-07,,1.2504830606482924e-11,,1217054101719128.2,,877.8188518138434,,1.7861801634931862e-13,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,660928630737990.4,0.0011391872001081918,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,,8.216561602211995e-16,1.5130226676417449e-15,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,,3.974991292452734e+50,,,,21.25081019504485,,6.119344817451015,,,5598539388346.615,,,,16268289020342.309,3990180106706679.0,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,,,,,,,,,,,,,2.5061525376240635e-16,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,,,,,,,,,,,,,,6.146927920628733e-14,,,,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,2.678491634065475e-35,,,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,3.7334445524557325e+34,,8.609596141016412e-101,,,,,,,,,,,,,,,,,
"$S_{x,z}$",,,1.1614946666731157e+100,,1.1437334725421687e+23,,,,3.4458034279845796e-59,,,3.8203021925201784e-36,,1.070622885375133e-46,,,,4.461929626906238e-05,,,
"$S_{y,z}$",,,,8.743295741597094e-24,,,,,,,,,,,,,,,,,
"$S_{x,y,z}$",,,,,,,,,1.6678870724487844e-160,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,,,,1e+160,,4.00986106066615e-13,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,2.9020808090172785e+58,,5.9956097539134014e+159,1e+160,2493851993549.8013,,,,45905.24845511376,,3.412139212624745e-08,,,,1.099020534153319e+30,,,
"$S_{x,y,z}HF_{x}$",,,,,,,,1e-160,1e-160,,,,,,,,,,,,
"$S_{x,y,z}HF_{x,y}$",,,,,,,,,,,222329.73253348822,2.678344148899298e-07,,,,,,,,,
"$S_{x,y,z}HF_{y,z}$",,,,,,,,,,4.497823968952852e-06,,,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}$",,,,2.6175939745235693e+35,,,,,2.1784001473770518e-05,3733650.137570871,,,,1.2165810451126734e-08,,,,164816622411379.38,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,,1.390880716275602e-17,18519290027.626156,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,9.340357035704615e+45,,,,,29307127.807096783,,,82197565.38351995,7.189689153773923e+16,,5.961692530978267e+33,,,29149983.315110624,2424743696.097058,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,5.399775037316494e-11,1.6773760048908592e-34,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,,,,,,,,,,4.124147230940865e-10,,,29.439316056689744,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,,,,,,,,,,,,,,,,0.03396818044530493,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,22411.82814650012,,,,,9.099011064159924e-31,,,6.067349187049942e-15,,3.430533695988858e-08,,,,,,,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,1.3018825530445294e-26,,,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,7.681184432969324e+25,,2.091307519013772e-105,,,,,,,,,,,,,,,,,
"$S_{y,z}$",,,,6.499976164221492e-32,,,,,,,,,,,,,,,,,
"$S_{x,z}$",,,4.781697530890074e+104,,1.5384671800866072e+31,,,,1.2485043636818114e-40,,2.812485035521809e-42,,,,7.1032899664002785e-40,,,,6.518669679194888e-50,,
"$S_{x,y,z}$",,,,,,,,,1.5918759135582952e-84,,,,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,,,,,,3.1238548085688268e-43,3.210606300931677e-67,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,,,,3.2011731059233937e+42,,2.220198351036171e-35,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,8.009583539227868e+39,,6.281896669726698e+83,3.114676501163699e+66,4.504102075083958e+34,,,8.891748164541914e-14,,,,1.0046304544430816e-07,,,,29648.060462805624,,
"$S_{x,y,z}HF_{x,y}$",,,,,,,,,,,0.004665676559402235,,,,,,,,,,
"$S_{x,y,z}HF_{y,z}$",,,,3.555574473712593e+41,,,,,11246382392921.922,214.3311880427733,,574938.2228358451,,,16022024.344327424,,,,20.287468346232124,,
"$S_{x,y,z}HF_{x,y,z}$",,,,,,,,,,,1.7393173045054573e-06,,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,8.883020157059896e-18,,4.697426267866081e-27,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,,1.1257432520911674e+17,0.0007760481433892206,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,1.4077983648846708e+39,,,,,9953908.878407946,,6.241408566789806e-08,,1288.57984974066,2.1288253247118536e+26,,,,,6.649224116970451e-16,,
"$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,,,,,,,,,,,,,,,,3.0997865203512427e-15,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,1.5340553352344564e+49,,,,,3.3729019180007736e-05,,0.049291512520620855,,,,1503934868803346.0,322602861014663.7,,6.90772946099315e+23,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,,,,,,,,,,,,,,,,1.4476536836696356e-24,,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,3.5721918658167443e+65,,3.75356115925051e-111,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,2.799401705068718e-66,,,,,,,,,,,,,,,,,,,
"$S_{x,y}$",,,,,7.165566406121376e-13,,,,,,,,,,,,,,,,
"$S_{y,z}$",,2.6641366893291128e+110,,,,,,3.1728304632422316e-61,,,,1.487115296625509e-73,,,1.2764795329959907e-46,,,5.355610628797793e-42,,1395563090652.1545,
"$S_{x,y,z}$",,,,,,,,3.821388649569001e-56,,,,,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,,,,,,1e-160,1e-160,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,,,,1e+160,1.264877522261906e-14,,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,,3.151759955614289e+60,2.6168497677219665e+55,1e+160,,79059037922640.83,,,5.156119525297991,,,246550341968699.7,,,8400626416048048.0,,,
"$S_{x,y,z}HF_{x,z}$",,,,,,,,,,,507.18444266380493,1.1115034023193096e-27,,,,,,,,,
"$S_{x,y,z}HF_{y,z}$",,,,,,,,,,,,,,,,,,,,,0.0019716693097837495
"$S_{x,y,z}HF_{x,y,z}$",,,,,6.724428174931374e+72,,,0.19394430154180847,,,,,,,2417001.6768131214,,,6037001215916.344,,,8.996823562693177e+26
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,4.130846574632527e-09,,8.423577679972189e-28,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,,242081128.39169252,3.4610065579670434e-14,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,7.834046486064112e+45,,,4.055966793698275e-15,,,,4.137357493762791e-07,28893328667582.44,1.1871440354584604e+27,,98754684.63280258,,41590027379647.625,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,,,,,,,,,,,,1.0126101903097342e-08,,,,896396251693.2762,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,,,,,,,,,,,,1.1155780695323282e-12,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,,1.8672007158677183e+41,,,1.1903874193115653e-16,,,,1.6564515464458328e-13,,,2.404422557532042e-14,,,,,,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,8.290445555012144e-57,,,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,1.2062077886699723e+56,,2.020019021893577e-104,,,,,,,,,,,,,,,,,
"$S_{y,z}$",,,,1.999202327876184e-25,,,,,,,,,,,,,,,,,
"$S_{x,z}$",,,4.950448432226121e+103,,5.001994975977903e+24,,,,1.4376187751844475e-40,7.307663939619207e-55,,1.389973493082913e-33,,,,,,,8.658530851191957e-52,,
"$S_{x,y,z}$",,,,,,,,,3.164878025012428e-67,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,,,,3.3080960239767395e+58,,2.7226100007458356e-05,,,,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,,,,,,3.022886859245025e-59,3.1185127748908623e-58,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,6.955946995556588e+39,,3.1596794318671195e+66,3.2066567373128585e+57,36729.46179313448,,0.010020743484060712,,14.885071748266487,,,,,,,2.7367374060291594e-07,,
"$S_{x,y,z}HF_{x,y}$",,,,1.3684263647899889e+54,,,,,99.79299456079575,,7620877077.792558,0.004947161415685854,,,,,,,2.3092161337262717e-11,,
"$S_{x,y,z}HF_{y,z}$",,,,,,,,,,1.3121849228011132e-10,,,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}$",,,,7.194381799195572e+32,,,,,0.06718140274442815,202.13611725490145,,,,125603420.45707232,,,,,4.070368450357572e-11,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,5.346127782625729e-09,0.002616443351479746,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,7.961566622636455e-09,102.98429207836729,,382.1982231850897,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,,0.009710218712180266,187051271.62315112,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,1.15493034232515e+51,,,,,3653985.938866307,43304738148.799774,,24567800487.745834,,,,,16133101523401.623,1198172.9649278144,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,,,,,,,,,,,,,,,,6.198436168950313e-14,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,,,,,,,,,,,,,,,,8.346040423806811e-07,,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,1.5294719328339174e-42,,,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,6.538204320932695e+41,,7.664421130172633e-131,,,,,,,,,,,,,,,,,
"$S_{y,z}$",,,,9.07042057696684e-81,,,,,,,,,,,,,,,,,
"$S_{x,z}$",,,1.304729976362189e+130,,1.1024847100688701e+80,,,,2.1491553718271324e-42,,,3.41465321351492e-45,,2.7826952795394643e-30,,,,6.081743186838905e-25,2.0360485033532305e-46,,
"$S_{x,y,z}$",,,,,,,,,3.476675858514022e-71,,,,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,,,,,,1.764796057377731e-126,1e-160,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,4.652990719558061e+41,,2.8763107079744086e+70,1e+160,6.7080609044839905,,,,1.6581860308074587e+27,,285449671.1342169,,,,71814342926920.25,1.0788973022830075e+17,,
"$S_{x,y,z}HF_{z}$",,,,,,,5.666377119438245e+125,,0.14907437696809697,,,,,,,,,,,,
"$S_{x,y,z}HF_{y,z}$",,,,,,,,,,3.6021668330913604e-09,,,,,,,,,,,
"$S_{x,y,z}HF_{x,y}$",,,,,,,,,,,277610684.43956697,6.088466554704567e-09,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}$",,,,2.9285550756430586e+44,,,,,6.030686433373504e-28,164244968.91213086,,,,2.7145330418987357e-08,,,,8886275005.815882,5238839.7820276385,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,3.593638180050745e+29,,,,,3.503244533533918e-09,,,36838748.49062546,5337826.476125685,,452915904.8391853,,,9405292.679998744,3035.0316234992865,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,0.0029823457052834163,2.2079153973518885e-09,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,,1.8734217091407263e-07,335.30653345399764,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,4.9114743502086e+45,,,,,9.268722777264746e-18,,,1.9088195890826812e-07,,0.0003294858584857296,,,6878991426.470128,967548.2000545958,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,,,,,,,,,,,,,,,,1.4537014774462918e-10,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,1.6442654174612855e+24,,,,,1.3924794953810558e-14,,,1.1253309168864579e-10,,1.0632311338131941e-07,,,,,1.0335402411410336e-06,,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,13.09121679943898,,7.301512516265641e-74,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,0.07638709337109555,,,,,,,,,,,,,,,,,,,
"$S_{x,y}$",,,,,3.2602336166592594e-42,,,,,,,,,,,,,,,,
"$S_{y,z}$",,1.369579245084209e+73,,,,,,1.5381707520460394e-72,,,,8.261539970863965e-60,1.093419009072026e-63,,,1.4769545479202745e-59,,4.366695866222672e-43,,3.0672648576168404e+41,
"$S_{x,y,z}$",,,,,,,,3.3646476921308513e-88,,,,,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,,,,,,3.7243796807186333e-81,8.630141827199582e-59,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,,6.501228804863329e+71,2.972079372050671e+87,2.6850108896712865e+80,,549889280042958.06,,,3.632750068439433e+21,21114.373274621033,,,161985695.16593525,,4.915497460770536e+16,,,
"$S_{x,y,z}HF_{y}$",,,,,,,1.1587295087646232e+58,1.8185479082659673e-15,,,,,,,,,,,,,
"$S_{x,y,z}HF_{x,z}$",,,,,,,,,,,6.781473309896154e-15,,,,,,,,,,
"$S_{x,y,z}HF_{y,z}$",,,,,,,,,,,,9.11319592596146e-06,,,,,,,,,147460581838567.06
"$S_{x,y,z}HF_{x,y,z}$",,,,,1.2104280842635968e+59,,,2.752735479073524e-22,,,109730.98879079548,,454667754786.95215,,,37973341.34745268,,5055526503.659034,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,0.36083228139240825,639786941046.92,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,0.0012537189321351768,,1.5630203366821503e-12,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,9.145624794365796e+62,,,4.73611026476441e-05,,,,2.1994082260541637e-12,,797.6269436219851,2.77137066600893,4.811391059566916e-08,,39352.133320589965,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,,6.770689060188869e+58,,,6.173384624954802e-09,,,,2.6334264105180774e-08,20784010.02162589,,,,641767825418.389,603302800644.638,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,,,,,,,,,,,,,1.5581959088523454e-12,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,,2.2900610224202106e+42,,,2.0343820904817302e-17,,,,1.9780333448479223e-10,2.5411582946553406e-05,,,1.6575424462334424e-12,,,,,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,3.6510141651762894e-40,,,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,2.738964996460689e+39,,1.2079815197131882e-66,,,,,,,,,,,,,,,,,
"$S_{x,z}$",,,8.278272338449603e+65,,1.7041744068638798e+27,,,3.851473515173494e-75,,,1.3901125381518505e-33,,1.9044313289925305e-42,,,3.7989868448301676e-60,,9.737505752798784e-26,,,
"$S_{y,z}$",,,,5.86794400838502e-28,,,,,,,,,,,,,,,,,
"$S_{x,y,z}$",,,,,,,,6.07473201032789e-72,,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,2.5964088706837544e+74,,1.6461631530409257e+71,1e+160,,20653109664.74781,,42286296825.44143,,0.014373355127917889,,,491.72247015287866,,0.017990597953794037,,,
"$S_{x,y,z}HF_{y}$",,,,,,,1e+160,4.8418858769092325e-11,,,,,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,,,,,,1e-160,1e-160,,,,,,,,,,,,
"$S_{x,y,z}HF_{y,z}$",,,,7.193662186009028e+32,,,,2.3648322862794474e-11,,,,0.00019531366439726197,4.7367026249897823e-17,,,2.737278456681124e-14,,3.988919553652714e-23,,,3.7467563959086283e+25
"$S_{x,y,z}HF_{x,z}$",,,,,,,,,,,2.668975226390424e-26,,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}$",,,,,,,,,,,5119.96947620639,,2.0662830848533746e-07,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,5.250911307623853e+41,,,,69.57317836373943,,,2.1111732763720988e+16,4839607.928508794,,1.9991250639836144e+34,800112.1557285519,3.911111157804178e-16,,2.1335362201032874e-15,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,5.002188297351048e-35,,2.6223645095058722e-27,,,,,,
